id,option_label_nl,option_label_en
opt-dakramen-1303-1-lekkage,Lekkage,Lekkage
opt-dakramen-1303-1-scharnieren_defect,Scharnieren defect,Scharnieren defect
opt-dakramen-1303-2-05_jaar,0–5 jaar,0–5 jaar
opt-dakramen-1303-2-1020_jaar,10–20 jaar,10–20 jaar
opt-dakramen-1303-2-510_jaar,5–10 jaar,5–10 jaar
opt-dakramen-1303-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-deuren-1401-1-binnendeur,Binnendeur,Indoordeur
opt-deuren-1401-1-buitendeur_voordeur_achterdeur,Buitendeur (voordeur/achterdeur),Outdoordeur (voordeur/achterdeur)
opt-deuren-1401-1-dubbele_deur,Dubbele deur,Dubbele deur
opt-deuren-1401-1-schuifdeur,Schuifdeur,Schuifdeur
opt-deuren-1401-2-aluminium,Aluminium,Aluminium
opt-deuren-1401-2-anders,Anders,Other
opt-deuren-1401-2-glas,Glas,Glas
opt-deuren-1401-2-hout,Hout,Wood
opt-deuren-1401-2-kunststof,Kunststof,Kunststof
opt-deuren-1401-3-alleen_plaatsen,Alleen plaatsen,Alleen install
opt-deuren-1401-3-leveren_en_plaatsen,Leveren en plaatsen,Leveren en install
opt-deuren-1402-1-binnendeur,Binnendeur,Indoordeur
opt-deuren-1402-1-buitendeur,Buitendeur,Outdoordeur
opt-deuren-1402-1-dubbele_deur,Dubbele deur,Dubbele deur
opt-deuren-1402-1-schuifdeur,Schuifdeur,Schuifdeur
opt-deuren-1402-2-anders,Anders,Other
opt-deuren-1402-2-beschadigd,Beschadigd,Damaged
opt-deuren-1402-2-betere_isolatie___veiligheid,Betere isolatie / veiligheid,Betere isolatie / veiligheid
opt-deuren-1402-2-verouderd,Verouderd,Outdated
opt-deuren-1402-3-ja,Ja,Yes
opt-deuren-1402-3-nee,Nee,No
opt-deuren-1403-1-anders,Anders,Other
opt-deuren-1403-1-deur_sluit_niet_goed,Deur sluit niet goed,Deur sluit niet goed
opt-deuren-1403-1-glas_gebroken,Glas gebroken,Glas gebroken
opt-deuren-1403-1-scharnieren_defect,Scharnieren defect,Scharnieren defect
opt-deuren-1403-1-slot_kapot,Slot kapot,Slot kapot
opt-deuren-1403-2-binnendeur,Binnendeur,Indoordeur
opt-deuren-1403-2-buitendeur,Buitendeur,Outdoordeur
opt-deuren-1403-2-schuifdeur,Schuifdeur,Schuifdeur
opt-deuren-1404-1-anders,Anders,Other
opt-deuren-1404-1-bekleden,Bekleden,Bekleden
opt-deuren-1404-1-nieuw_beslag_plaatsen,Nieuw beslag plaatsen,New beslag install
opt-deuren-1404-1-schuren_en_schilderen_lakken,Schuren en schilderen/lakken,Schuren en schilderen/lakken
opt-deuren-1404-2-1,1,1
opt-deuren-1404-2-25,2–5,2–5
opt-deuren-1404-2-510,5–10,5–10
opt-deuren-1404-2-meer_dan_10,Meer dan 10,Meer dan 10
opt-elektricien-1501-1-appartement,Appartement,Appartement
opt-elektricien-1501-1-bedrijfspand,Bedrijfspand,Bedrijfspand
opt-elektricien-1501-1-woning,Woning,Woning
opt-elektricien-1501-2-anders,Anders,Other
opt-elektricien-1501-2-groepenkast,Groepenkast,Groepenkast
opt-elektricien-1501-2-stopcontacten,Stopcontacten,Stopcontacten
opt-elektricien-1501-2-verlichting,Verlichting,Verlichting
opt-elektricien-1501-2-volledige_installatie,Volledige installatie,Complete installatie
opt-elektricien-1501-3-ja,Ja,Yes
opt-elektricien-1501-3-nee,Nee,No
opt-elektricien-1502-1-anders,Anders,Other
opt-elektricien-1502-1-extra_stopcontacten,Extra stopcontacten,Extra stopcontacten
opt-elektricien-1502-1-extra_verlichting,Extra verlichting,Extra verlichting
opt-elektricien-1502-1-groepenkast_uitbreiden,Groepenkast uitbreiden,Groepenkast uitbreiden
opt-elektricien-1502-2-13,1–3,1–3
opt-elektricien-1502-2-410,4–10,4–10
opt-elektricien-1502-2-meer_dan_10,Meer dan 10,Meer dan 10
opt-elektricien-1503-1-anders,Anders,Other
opt-elektricien-1503-1-kortsluiting,Kortsluiting,Shortsluiting
opt-elektricien-1503-1-stopcontact_werkt_niet,Stopcontact werkt niet,Stopcontact werkt niet
opt-elektricien-1503-1-stoppen_slaan_door,Stoppen slaan door,Stoppen slaan door
opt-elektricien-1503-1-verlichting_werkt_niet,Verlichting werkt niet,Verlichting werkt niet
opt-elektricien-1503-2-binnen_enkele_dagen,Binnen enkele dagen,Indoor enkele dagen
opt-elektricien-1503-2-geen_haast,Geen haast,Geen haast
opt-elektricien-1503-2-spoed,Spoed,Spoed
opt-elektricien-1504-1-anders,Anders,Other
opt-elektricien-1504-1-oplevering_nieuwbouw,Oplevering nieuwbouw,Oplevering nieuwbouw
opt-elektricien-1504-1-periodieke_keuring_bedrijfspand,Periodieke keuring bedrijfspand,Periodice keuring bedrijfspand
opt-elektricien-1504-1-verkoop_woning,Verkoop woning,Verkoop woning
opt-elektricien-1504-2-ja,Ja,Yes
opt-elektricien-1504-2-nee,Nee,No
opt-exec-date-1month,Binnen 1 maand,Within 1 month
opt-exec-date-1to3,Over 1 tot 3 maanden,In 1-3 months
opt-exec-date-3to6,Over 3 tot 6 maanden,In 3-6 months
opt-exec-date-no-pref,Geen voorkeur,No preference
opt-garagepoorten-1601-1-kantelpoort,Kantelpoort,Kantelpoort
opt-garagepoorten-1601-1-rolpoort,Rolpoort,Rolpoort
opt-garagepoorten-1601-1-schuifpoort,Schuifpoort,Schuifpoort
opt-garagepoorten-1601-1-sectionaalpoort,Sectionaalpoort,Sectionaalpoort
opt-garagepoorten-1601-2-met_motor,Met motor,Met motor
opt-garagepoorten-1601-2-zonder_motor,Zonder motor,Zonder motor
opt-garagepoorten-1601-3-254_meter,"2,5–4 meter","2,5–4 meter"
opt-garagepoorten-1601-3-4_meter_of_breder,4 meter of breder,4 meter of breder
opt-garagepoorten-1601-3-tot_25_meter,"Tot 2,5 meter","Tot 2,5 meter"
opt-garagepoorten-1602-1-anders,Anders,Other
opt-garagepoorten-1602-1-beschadigd,Beschadigd,Damaged
opt-garagepoorten-1602-1-beter_isoleren,Beter isoleren,Beter isoleren
opt-garagepoorten-1602-1-verouderd,Verouderd,Outdated
opt-garagepoorten-1602-2-kantelpoort,Kantelpoort,Kantelpoort
opt-garagepoorten-1602-2-rolpoort,Rolpoort,Rolpoort
opt-garagepoorten-1602-2-schuifpoort,Schuifpoort,Schuifpoort
opt-garagepoorten-1602-2-sectionaalpoort,Sectionaalpoort,Sectionaalpoort
opt-garagepoorten-1602-3-ja,Ja,Yes
opt-garagepoorten-1602-3-nee,Nee,No
opt-garagepoorten-1603-1-anders,Anders,Other
opt-garagepoorten-1603-1-kabels_veren_kapot,Kabels/veren kapot,Kabels/veren kapot
opt-garagepoorten-1603-1-motor_defect,Motor defect,Motor defect
opt-garagepoorten-1603-1-poort_opent_sluit_niet_goed,Poort opent/sluit niet goed,Poort opent/sluit niet goed
opt-garagepoorten-1603-1-schade_aan_paneel,Schade aan paneel,Schade aan paneel
opt-garagepoorten-1603-2-05_jaar,0–5 jaar,0–5 jaar
opt-garagepoorten-1603-2-1020_jaar,10–20 jaar,10–20 jaar
opt-garagepoorten-1603-2-510_jaar,5–10 jaar,5–10 jaar
opt-garagepoorten-1603-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-gevelwerken-1701-1-anders,Anders,Other
opt-gevelwerken-1701-1-baksteen,Baksteen,Baksteen
opt-gevelwerken-1701-1-beton,Beton,Beton
opt-gevelwerken-1701-1-natuursteen,Natuursteen,Natural stone
opt-gevelwerken-1701-2-chemisch_reinigen,Chemisch reinigen,Chemisch reinigen
opt-gevelwerken-1701-2-stoomreinigen,Stoomreinigen,Stoomreinigen
opt-gevelwerken-1701-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-gevelwerken-1701-2-zandstralen,Zandstralen,Zandstralen
opt-gevelwerken-1701-3-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-gevelwerken-1701-3-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-gevelwerken-1701-3-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-gevelwerken-1701-3-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-gevelwerken-1702-1-anders,Anders,Other
opt-gevelwerken-1702-1-kapotte_stenen_vervangen,Kapotte stenen vervangen,Kapotte stenen replace
opt-gevelwerken-1702-1-losse_stukken_stucwerk,Losse stukken stucwerk,Losse stukken stucwerk
opt-gevelwerken-1702-1-scheuren_in_de_muur,Scheuren in de muur,Scheuren in de muur
opt-gevelwerken-1702-2-groot_hele_gevel,Groot (hele gevel),Large (hele gevel)
opt-gevelwerken-1702-2-klein_enkele_stenen_plekken,Klein (enkele stenen/plekken),Small (enkele stenen/plekken)
opt-gevelwerken-1702-2-middel_deel_van_de_gevel,Middel (deel van de gevel),Medium (deel van de gevel)
opt-gevelwerken-1703-1-anders,Anders,Other
opt-gevelwerken-1703-1-hout,Hout,Wood
opt-gevelwerken-1703-1-kunststof,Kunststof,Kunststof
opt-gevelwerken-1703-1-steenstrips,Steenstrips,Steenstrips
opt-gevelwerken-1703-1-stucwerk,Stucwerk,Stucwerk
opt-gevelwerken-1703-2-ja,Ja,Yes
opt-gevelwerken-1703-2-nee,Nee,No
opt-gevelwerken-1703-3-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-gevelwerken-1703-3-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-gevelwerken-1703-3-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-gevelwerken-1703-3-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-gevelwerken-1704-1-enkele_voegen_herstellen,Enkele voegen herstellen,Enkele voegen herstellen
opt-gevelwerken-1704-1-hele_gevel_opnieuw_voegen,Hele gevel opnieuw voegen,Hele gevel opnieuw voegen
opt-gevelwerken-1704-1-oude_voegen_verwijderen__vernieuwen,Oude voegen verwijderen \+ vernieuwen,Old voegen remove \+ renovate
opt-gevelwerken-1704-2-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-gevelwerken-1704-2-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-gevelwerken-1704-2-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-gevelwerken-1704-2-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-glassetter-1801-1-anders,Anders,Other
opt-glassetter-1801-1-dakkapel_dakraam,Dakkapel / dakraam,Dormer / skylight
opt-glassetter-1801-1-deuren,Deuren,Doors
opt-glassetter-1801-1-ramen_woning,Ramen woning,House windows
opt-glassetter-1801-2-dubbel_glas,Dubbel glas,Double glazing
opt-glassetter-1801-2-hr_glas,HR++ glas,HR++ glass
opt-glassetter-1801-2-melkglas_matglas,Melkglas / matglas,Frosted / matte glass
opt-glassetter-1801-2-triple_glas,Triple glas,Triple glazing
opt-glassetter-1801-2-veiligheidsglas,Veiligheidsglas,Safety glass
opt-glassetter-1801-3-1_2,1–2,1-2
opt-glassetter-1801-3-3_5,3–5,3-5
opt-glassetter-1801-3-6_10,6–10,6-10
opt-glassetter-1801-3-meer_dan_10,Meer dan 10,More than 10
opt-glassetter-1802-1-anders,Anders,Other
opt-glassetter-1802-1-beter_isoleren,Beter isoleren,Better insulation
opt-glassetter-1802-1-condens_tussen_glas,Condens tussen glas,Condensation between glass
opt-glassetter-1802-1-glas_kapot,Glas kapot,Glass broken
opt-glassetter-1802-2-anders,Anders,Other
opt-glassetter-1802-2-dubbel_glas,Dubbel glas,Double glazing
opt-glassetter-1802-2-hr_glas,HR++ glas,HR++ glass
opt-glassetter-1802-2-triple_glas,Triple glas,Triple glazing
opt-glassetter-1802-2-veiligheidsglas,Veiligheidsglas,Safety glass
opt-glassetter-1802-3-ja,Ja,Yes
opt-glassetter-1802-3-nee,Nee,No
opt-glassetter-1803-1-anders,Anders,Other
opt-glassetter-1803-1-barst_of_scheur,Barst of scheur,Crack or fissure
opt-glassetter-1803-1-lekkende_kitnaden,Lekkende kitnaden,Leaking putty seams
opt-glassetter-1803-1-losse_ruit,Losse ruit,Loose pane
opt-glassetter-1803-2-1,1,1
opt-glassetter-1803-2-2_5,2–5,2-5
opt-glassetter-1803-2-meer_dan_5,Meer dan 5,More than 5
opt-grondwerken-1901-1-fundering_woning_gebouw,Fundering woning/gebouw,Fundering woning/gebouw
opt-grondwerken-1901-1-oprit,Oprit,Driveway
opt-grondwerken-1901-1-tuin,Tuin,Garden
opt-grondwerken-1901-1-vijver_zwembad,Vijver/zwembad,Vijver/zwembad
opt-grondwerken-1901-2-groot_50200_m,Groot (50–200 m²),Large (50-200 sqm)
opt-grondwerken-1901-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-grondwerken-1901-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-grondwerken-1901-2-zeer_groot_200_m,Zeer groot (200+ m²),Very large (200+ m²)
opt-grondwerken-1901-3-ja,Ja,Yes
opt-grondwerken-1901-3-nee,Nee,No
opt-grondwerken-1902-1-anders,Anders,Other
opt-grondwerken-1902-1-garage,Garage,Garage
opt-grondwerken-1902-1-tuinhuis,Tuinhuis,Gardenhuis
opt-grondwerken-1902-1-woning,Woning,Woning
opt-grondwerken-1902-2-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-grondwerken-1902-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-grondwerken-1902-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-grondwerken-1902-2-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-grondwerken-1902-3-ja,Ja,Yes
opt-grondwerken-1902-3-nee,Nee,No
opt-grondwerken-1903-1-anders,Anders,Other
opt-grondwerken-1903-1-elektriciteit,Elektriciteit,Elektriciteit
opt-grondwerken-1903-1-gas,Gas,Gas
opt-grondwerken-1903-1-riolering,Riolering,Riolering
opt-grondwerken-1903-1-water,Water,Water
opt-grondwerken-1903-2-kort_tot_10_m,Kort (tot 10 m),Short (up to 10 m)
opt-grondwerken-1903-2-lang_3060_m,Lang (30–60 m),Long (30-60 m)
opt-grondwerken-1903-2-middel_1030_m,Middel (10–30 m),Medium (10-30 m)
opt-grondwerken-1903-2-zeer_lang_60_m,Zeer lang (60+ m),Very long (60+ m)
opt-grondwerken-1903-3-ja,Ja,Yes
opt-grondwerken-1903-3-nee,Nee,No
opt-grondwerken-1904-1-anders,Anders,Other
opt-grondwerken-1904-1-bouwgrond,Bouwgrond,Bouwgrond
opt-grondwerken-1904-1-oprit,Oprit,Driveway
opt-grondwerken-1904-1-tuin,Tuin,Garden
opt-grondwerken-1904-2-groot_200500_m,Groot (200–500 m²),Large (200-500 sqm)
opt-grondwerken-1904-2-klein_tot_50_m,Klein (tot 50 m²),Small (up to 50 sqm)
opt-grondwerken-1904-2-middel_50200_m,Middel (50–200 m²),Medium (50-200 sqm)
opt-grondwerken-1904-2-zeer_groot_500_m,Zeer groot (500+ m²),Very large (500+ sqm)
opt-gyproc-plafonds-2001-1-anders,Anders,Other
opt-gyproc-plafonds-2001-1-kantoor_bedrijfspand,Kantoor/bedrijfspand,Kantoor/bedrijfspand
opt-gyproc-plafonds-2001-1-slaapkamer,Slaapkamer,Slaapkamer
opt-gyproc-plafonds-2001-1-woonkamer,Woonkamer,Woonkamer
opt-gyproc-plafonds-2001-1-zolder,Zolder,Zolder
opt-gyproc-plafonds-2001-2-geen_voorkeur,Geen voorkeur,Geen voorkeur
opt-gyproc-plafonds-2001-2-geluidsisolerend,Geluidsisolerend,Geluidsisolerend
opt-gyproc-plafonds-2001-2-warmteisolerend,Warmte-isolerend,Warmte-isolerend
opt-gyproc-plafonds-2001-3-groot_2550_m,Groot (25–50 m²),Large (25–50 m²)
opt-gyproc-plafonds-2001-3-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-gyproc-plafonds-2001-3-middel_1025_m,Middel (10–25 m²),Medium (10–25 m²)
opt-gyproc-plafonds-2001-3-zeer_groot_50_m,Zeer groot (50+ m²),Very large (50+ m²)
opt-gyproc-plafonds-2002-1-anders,Anders,Other
opt-gyproc-plafonds-2002-1-kantoor,Kantoor,Kantoor
opt-gyproc-plafonds-2002-1-slaapkamer,Slaapkamer,Slaapkamer
opt-gyproc-plafonds-2002-1-woonkamer,Woonkamer,Woonkamer
opt-gyproc-plafonds-2002-2-decoratief_plafond,Decoratief plafond,Decoratief plafond
opt-gyproc-plafonds-2002-2-systeemplafond,Systeemplafond,Systeemplafond
opt-gyproc-plafonds-2002-2-verlaagd_plafond,Verlaagd plafond,Verlaagd plafond
opt-gyproc-plafonds-2002-3-ja,Ja,Yes
opt-gyproc-plafonds-2002-3-nee,Nee,No
opt-gyproc-plafonds-2003-1-anders,Anders,Other
opt-gyproc-plafonds-2003-1-behangklaar,Behangklaar,Behangklaar
opt-gyproc-plafonds-2003-1-schilderklaar,Schilderklaar,Schilderklaar
opt-gyproc-plafonds-2003-1-stucwerk,Stucwerk,Stucwerk
opt-gyproc-plafonds-2003-2-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-gyproc-plafonds-2003-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-gyproc-plafonds-2003-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-gyproc-plafonds-2003-2-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-gyproc-plafonds-2004-1-anders,Anders,Other
opt-gyproc-plafonds-2004-1-gaten,Gaten,Gaten
opt-gyproc-plafonds-2004-1-loslatende_platen,Loslatende platen,Loshavede phave
opt-gyproc-plafonds-2004-1-scheuren,Scheuren,Scheuren
opt-gyproc-plafonds-2004-2-groot_510_m,Groot (5–10 m²),Large (5–10 m²)
opt-gyproc-plafonds-2004-2-klein_tot_2_m,Klein (tot 2 m²),Small (tot 2 m²)
opt-gyproc-plafonds-2004-2-middel_25_m,Middel (2–5 m²),Medium (2–5 m²)
opt-gyproc-plafonds-2004-2-zeer_groot_10_m,Zeer groot (10+ m²),Very large (10+ m²)
opt-haard-2101-1-elektrische_haard,Elektrische haard,Elektrische haard
opt-haard-2101-1-gashaard,Gashaard,Gashaard
opt-haard-2101-1-houtkachel,Houtkachel,Woodkachel
opt-haard-2101-1-open_haard,Open haard,Open haard
opt-haard-2101-1-pelletkachel,Pelletkachel,Pelletkachel
opt-haard-2101-2-buiten_terras,Buiten/terras,Outdoor/terras
opt-haard-2101-2-slaapkamer,Slaapkamer,Slaapkamer
opt-haard-2101-2-woonkamer,Woonkamer,Woonkamer
opt-haard-2101-3-ja,Ja,Yes
opt-haard-2101-3-nee,Nee,No
opt-haard-2101-3-weet_ik_niet,Weet ik niet,I do not know
opt-haard-2102-1-inbouwhaard,Inbouwhaard,Inbouwhaard
opt-haard-2102-1-oude_open_haard,Oude open haard,Old open haard
opt-haard-2102-1-vrijstaande_kachel,Vrijstaande kachel,Vrijstaande kachel
opt-haard-2102-2-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-haard-2102-2-beschadigd,Beschadigd,Damaged
opt-haard-2102-2-efficinter_alternatief,Efficiënter alternatief,Efficiënter alternatief
opt-haard-2102-2-verouderd,Verouderd,Outdated
opt-haard-2102-3-ja,Ja,Yes
opt-haard-2102-3-nee,Nee,No
opt-haard-2103-1-anders,Anders,Other
opt-haard-2103-1-defecte_ontsteking_gas_pellet,Defecte ontsteking (gas/pellet),Defecte ontsteking (gas/pellet)
opt-haard-2103-1-haard_trekt_niet_goed,Haard trekt niet goed,Haard trekt niet goed
opt-haard-2103-1-rookterugslag,Rookterugslag,Rookterugslag
opt-haard-2103-1-schade_aan_glas_of_deur,Schade aan glas of deur,Schade aan glas of deur
opt-haard-2103-2-05_jaar,0–5 jaar,0–5 jaar
opt-haard-2103-2-1020_jaar,10–20 jaar,10–20 jaar
opt-haard-2103-2-510_jaar,5–10 jaar,5–10 jaar
opt-haard-2103-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-haard-2104-1-jaarlijks_onderhoudscontract,Jaarlijks onderhoudscontract,Yesarlijks onderhoudscontract
opt-haard-2104-1-reiniging_kachel_haard,Reiniging kachel/haard,Reiniging kachel/haard
opt-haard-2104-1-schoorsteen_vegen,Schoorsteen vegen,Schoorsteen vegen
opt-haard-2104-2-anders,Anders,Other
opt-haard-2104-2-gashaard,Gashaard,Gashaard
opt-haard-2104-2-houtkachel,Houtkachel,Woodkachel
opt-haard-2104-2-open_haard,Open haard,Open haard
opt-haard-2104-2-pelletkachel,Pelletkachel,Pelletkachel
opt-hekwerken-2201-1-anders,Anders,Other
opt-hekwerken-2201-1-draadhekwerk,Draadhekwerk,Draadhekwerk
opt-hekwerken-2201-1-houten_hekwerk,Houten hekwerk,Wooden hekwerk
opt-hekwerken-2201-1-metalen_hekwerk,Metalen hekwerk,Metal hekwerk
opt-hekwerken-2201-1-sierhekwerk,Sierhekwerk,Sierhekwerk
opt-hekwerken-2201-2-12_meter,1–2 meter,1-2 meters
opt-hekwerken-2201-2-hoger_dan_2_meter,Hoger dan 2 meter,Higher than 2 meters
opt-hekwerken-2201-2-tot_1_meter,Tot 1 meter,Up to 1 meter
opt-hekwerken-2201-3-kort_tot_10_m,Kort (tot 10 m),Short (up to 10 m)
opt-hekwerken-2201-3-lang_3060_m,Lang (30–60 m),Long (30-60 m)
opt-hekwerken-2201-3-middel_1030_m,Middel (10–30 m),Medium (10-30 m)
opt-hekwerken-2201-3-zeer_lang_60_m,Zeer lang (60+ m),Very long (60+ m)
opt-hekwerken-2202-1-anders,Anders,Other
opt-hekwerken-2202-1-draad,Draad,Draad
opt-hekwerken-2202-1-hout,Hout,Wood
opt-hekwerken-2202-1-metaal,Metaal,Metal
opt-hekwerken-2202-1-sierhekwerk,Sierhekwerk,Sierhekwerk
opt-hekwerken-2202-2-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-hekwerken-2202-2-beschadigd,Beschadigd,Damaged
opt-hekwerken-2202-2-verouderd,Verouderd,Outdated
opt-hekwerken-2202-3-ja,Ja,Yes
opt-hekwerken-2202-3-nee,Nee,No
opt-hekwerken-2203-1-anders,Anders,Other
opt-hekwerken-2203-1-beschadigde_panelen,Beschadigde panelen,Damagede panelen
opt-hekwerken-2203-1-losgeraakte_delen,Losgeraakte delen,Losgeraakte delen
opt-hekwerken-2203-1-roest___houtrot,Roest / houtrot,Roest / houtrot
opt-hekwerken-2203-2-apparatuur_onderhouden_reinigen,Apparatuur onderhouden/reinigen,Apparatuur maintain/reinigen
opt-hekwerken-2203-2-apparatuur_repareren,Apparatuur repareren,Apparatuur repair
opt-hekwerken-2203-2-apparatuur_vervangen,Apparatuur vervangen,Apparatuur replace
opt-hekwerken-2203-2-groot_30_m,Groot (30+ m),Large (30+ m)
opt-hekwerken-2203-2-klein_enkele_meters,Klein (enkele meters),Small (enkele meters)
opt-hekwerken-2203-2-middel_1030_m,Middel (10–30 m),Medium (10-30 m)
opt-hekwerken-2203-2-nieuwe_apparatuur_plaatsen,Nieuwe apparatuur plaatsen,Newe apparatuur install
opt-interieur-2301-1-badkamer,Badkamer,Badkamer
opt-interieur-2301-1-keuken,Keuken,Keuken
opt-interieur-2301-1-meerdere_ruimtes,Meerdere ruimtes,Meerdere ruimtes
opt-interieur-2301-1-slaapkamers,Slaapkamer(s),Slaapkamer(s)
opt-interieur-2301-1-woonkamer,Woonkamer,Woonkamer
opt-interieur-2301-2-betere_indeling,Betere indeling,Betere indeling
opt-interieur-2301-2-duurzaamheid,Duurzaamheid,Duurzaamheid
opt-interieur-2301-2-meer_sfeer___stijl,Meer sfeer / stijl,Meer sfeer / stijl
opt-interieur-2301-2-praktischer_gebruik,Praktischer gebruik,Praktischer gebruik
opt-interieur-2302-1-appartement,Appartement,Appartement
opt-interieur-2302-1-eengezinswoning,Eengezinswoning,Eengezinswoning
opt-interieur-2302-1-kantoor_praktijkruimte,Kantoor/praktijkruimte,Kantoor/praktijkruimte
opt-interieur-2302-1-villa,Villa,Villa
opt-interieur-2302-2-ja,Ja,Yes
opt-interieur-2302-2-nee,Nee,No
opt-interieur-2302-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-interieur-2302-3-anders___geen_voorkeur,Anders / geen voorkeur,Other / geen voorkeur
opt-interieur-2302-3-industrieel,Industrieel,Industrieel
opt-interieur-2302-3-klassiek,Klassiek,Klassiek
opt-interieur-2302-3-landelijk,Landelijk,Landelijk
opt-interieur-2302-3-modern,Modern,Modern
opt-interieur-2303-1-anders,Anders,Other
opt-interieur-2303-1-boekenkast,Boekenkast,Boekenkast
opt-interieur-2303-1-bureau___werkplek,Bureau / werkplek,Bureau / werkplek
opt-interieur-2303-1-keuken___eettafel,Keuken / eettafel,Keuken / eettafel
opt-interieur-2303-1-kledingkast,Kledingkast,Kledingkast
opt-interieur-2303-2-anders,Anders,Other
opt-interieur-2303-2-badkamer,Badkamer,Badkamer
opt-interieur-2303-2-keuken,Keuken,Keuken
opt-interieur-2303-2-slaapkamer,Slaapkamer,Slaapkamer
opt-interieur-2303-2-woonkamer,Woonkamer,Woonkamer
opt-interieur-2304-1-badkamer,Badkamer,Badkamer
opt-interieur-2304-1-keuken,Keuken,Keuken
opt-interieur-2304-1-meerdere_ruimtes,Meerdere ruimtes,Meerdere ruimtes
opt-interieur-2304-1-slaapkamers,Slaapkamer(s),Slaapkamer(s)
opt-interieur-2304-1-woonkamer,Woonkamer,Woonkamer
opt-interieur-2304-2-duurzamere_materialen,Duurzamere materialen,Duurzamere materialen
opt-interieur-2304-2-lichter_maken,Lichter maken,Lichter maken
opt-interieur-2304-2-strakker___moderner,Strakker / moderner,Strakker / moderner
opt-interieur-2304-2-warmere_uitstraling,Warmere uitstraling,Warmere uitstraling
opt-interieur-2305-1-badkamer,Badkamer,Badkamer
opt-interieur-2305-1-hele_woning,Hele woning,Hele woning
opt-interieur-2305-1-keuken,Keuken,Keuken
opt-interieur-2305-1-slaapkamers,Slaapkamer(s),Slaapkamer(s)
opt-interieur-2305-1-woonkamer,Woonkamer,Woonkamer
opt-interieur-2305-2-ja,Ja,Yes
opt-interieur-2305-2-nee,Nee,No
opt-isolatie-2401-1-appartement,Appartement,Appartement
opt-isolatie-2401-1-hoekwoning,Hoekwoning,Hoekwoning
opt-isolatie-2401-1-rijtjeshuis,Rijtjeshuis,Rijtjeshuis
opt-isolatie-2401-1-tweeondereenkap,Twee-onder-een-kap,Twee-onder-een-kap
opt-isolatie-2401-1-vrijstaande_woning,Vrijstaande woning,Vrijstaande woning
opt-isolatie-2401-2-ja_deels,"Ja, deels","Yes, deels"
opt-isolatie-2401-2-nee,Nee,No
opt-isolatie-2401-2-weet_ik_niet,Weet ik niet,I do not know
opt-isolatie-2401-3-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-isolatie-2401-3-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-isolatie-2401-3-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-isolatie-2401-3-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-isolatie-2402-1-hellend_dak_binnenzijde,Hellend dak (binnenzijde),Hellend dak (binnenzijde)
opt-isolatie-2402-1-hellend_dak_buitenzijde,Hellend dak (buitenzijde),Hellend dak (buitenzijde)
opt-isolatie-2402-1-plat_dak,Plat dak,Plat dak
opt-isolatie-2402-1-zoldervloer,Zoldervloer,Zoldervloer
opt-isolatie-2402-2-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
